chapter,chapter_num,block,prefix,icd_version
Chapter XI Diseases of the digestive system,11,K70-K77 Diseases of liver,K73,10
Chapter XI Diseases of the digestive system,11,K70-K77 Diseases of liver,K74,10
Chapter XI Diseases of the digestive system,11,K70-K77 Diseases of liver,K75,10
Chapter XI Diseases of the digestive system,11,K70-K77 Diseases of liver,K76,10
Chapter XI Diseases of the digestive system,11,K70-K77 Diseases of liver,K77,10
Chapter XI Diseases of the digestive system,11,"K80-K87 Disorders of gallbladder, biliary tract and pancreas",K80,10
Chapter XI Diseases of the digestive system,11,"K80-K87 Disorders of gallbladder, biliary tract and pancreas",K81,10
Chapter XI Diseases of the digestive system,11,"K80-K87 Disorders of gallbladder, biliary tract and pancreas",K82,10
Chapter XI Diseases of the digestive system,11,"K80-K87 Disorders of gallbladder, biliary tract and pancreas",K83,10
Chapter XI Diseases of the digestive system,11,"K80-K87 Disorders of gallbladder, biliary tract and pancreas",K84,10
Chapter XI Diseases of the digestive system,11,"K80-K87 Disorders of gallbladder, biliary tract and pancreas",K85,10
Chapter XI Diseases of the digestive system,11,"K80-K87 Disorders of gallbladder, biliary tract and pancreas",K86,10
Chapter XI Diseases of the digestive system,11,"K80-K87 Disorders of gallbladder, biliary tract and pancreas",K87,10
Chapter XI Diseases of the digestive system,11,K90-K93 Other diseases of the digestive system,K90,10
Chapter XI Diseases of the digestive system,11,K90-K93 Other diseases of the digestive system,K91,10
Chapter XI Diseases of the digestive system,11,K90-K93 Other diseases of the digestive system,K92,10
Chapter XI Diseases of the digestive system,11,K90-K93 Other diseases of the digestive system,K93,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L00-L08 Infections of the skin and subcutaneous tissue,L00,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L00-L08 Infections of the skin and subcutaneous tissue,L01,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L00-L08 Infections of the skin and subcutaneous tissue,L02,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L00-L08 Infections of the skin and subcutaneous tissue,L03,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L00-L08 Infections of the skin and subcutaneous tissue,L04,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L00-L08 Infections of the skin and subcutaneous tissue,L05,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L00-L08 Infections of the skin and subcutaneous tissue,L06,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L00-L08 Infections of the skin and subcutaneous tissue,L07,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L00-L08 Infections of the skin and subcutaneous tissue,L08,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L10-L14 Bullous disorders,L10,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L10-L14 Bullous disorders,L11,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L10-L14 Bullous disorders,L12,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L10-L14 Bullous disorders,L13,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L10-L14 Bullous disorders,L14,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L20-L30 Dermatitis and eczema,L20,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L20-L30 Dermatitis and eczema,L21,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L20-L30 Dermatitis and eczema,L22,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L20-L30 Dermatitis and eczema,L23,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L20-L30 Dermatitis and eczema,L24,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L20-L30 Dermatitis and eczema,L25,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L20-L30 Dermatitis and eczema,L26,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L20-L30 Dermatitis and eczema,L27,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L20-L30 Dermatitis and eczema,L28,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L20-L30 Dermatitis and eczema,L29,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L20-L30 Dermatitis and eczema,L30,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L40-L45 Papulosquamous disorders,L40,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L40-L45 Papulosquamous disorders,L41,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L40-L45 Papulosquamous disorders,L42,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L40-L45 Papulosquamous disorders,L43,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L40-L45 Papulosquamous disorders,L44,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L40-L45 Papulosquamous disorders,L45,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L50-L54 Urticaria and erythema,L50,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L50-L54 Urticaria and erythema,L51,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L50-L54 Urticaria and erythema,L52,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L50-L54 Urticaria and erythema,L53,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L50-L54 Urticaria and erythema,L54,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L55-L59 Radiation-related disorders of the skin and subcutaneous tissue,L55,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L55-L59 Radiation-related disorders of the skin and subcutaneous tissue,L56,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L55-L59 Radiation-related disorders of the skin and subcutaneous tissue,L57,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L55-L59 Radiation-related disorders of the skin and subcutaneous tissue,L58,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L55-L59 Radiation-related disorders of the skin and subcutaneous tissue,L59,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L60-L75 Disorders of skin appendages,L60,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L60-L75 Disorders of skin appendages,L61,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L60-L75 Disorders of skin appendages,L62,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L60-L75 Disorders of skin appendages,L63,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L60-L75 Disorders of skin appendages,L64,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L60-L75 Disorders of skin appendages,L65,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L60-L75 Disorders of skin appendages,L66,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L60-L75 Disorders of skin appendages,L67,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L60-L75 Disorders of skin appendages,L68,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L60-L75 Disorders of skin appendages,L69,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L60-L75 Disorders of skin appendages,L70,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L60-L75 Disorders of skin appendages,L71,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L60-L75 Disorders of skin appendages,L72,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L60-L75 Disorders of skin appendages,L73,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L60-L75 Disorders of skin appendages,L74,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L60-L75 Disorders of skin appendages,L75,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L80-L99 Other disorders of the skin and subcutaneous tissue,L80,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L80-L99 Other disorders of the skin and subcutaneous tissue,L81,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L80-L99 Other disorders of the skin and subcutaneous tissue,L82,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L80-L99 Other disorders of the skin and subcutaneous tissue,L83,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L80-L99 Other disorders of the skin and subcutaneous tissue,L84,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L80-L99 Other disorders of the skin and subcutaneous tissue,L85,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L80-L99 Other disorders of the skin and subcutaneous tissue,L86,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L80-L99 Other disorders of the skin and subcutaneous tissue,L87,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L80-L99 Other disorders of the skin and subcutaneous tissue,L88,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L80-L99 Other disorders of the skin and subcutaneous tissue,L89,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L80-L99 Other disorders of the skin and subcutaneous tissue,L90,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L80-L99 Other disorders of the skin and subcutaneous tissue,L91,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L80-L99 Other disorders of the skin and subcutaneous tissue,L92,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L80-L99 Other disorders of the skin and subcutaneous tissue,L93,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L80-L99 Other disorders of the skin and subcutaneous tissue,L94,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L80-L99 Other disorders of the skin and subcutaneous tissue,L95,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L80-L99 Other disorders of the skin and subcutaneous tissue,L96,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L80-L99 Other disorders of the skin and subcutaneous tissue,L97,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L80-L99 Other disorders of the skin and subcutaneous tissue,L98,10
Chapter XII Diseases of the skin and subcutaneous tissue,12,L80-L99 Other disorders of the skin and subcutaneous tissue,L99,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M00-M03 Infectious arthropathies,M00,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M00-M03 Infectious arthropathies,M01,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M00-M03 Infectious arthropathies,M02,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M00-M03 Infectious arthropathies,M03,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M05-M14 Inflammatory polyarthropathies,M05,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M05-M14 Inflammatory polyarthropathies,M06,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M05-M14 Inflammatory polyarthropathies,M07,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M05-M14 Inflammatory polyarthropathies,M08,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M05-M14 Inflammatory polyarthropathies,M09,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M05-M14 Inflammatory polyarthropathies,M10,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M05-M14 Inflammatory polyarthropathies,M11,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M05-M14 Inflammatory polyarthropathies,M12,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M05-M14 Inflammatory polyarthropathies,M13,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M05-M14 Inflammatory polyarthropathies,M14,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M15-M19 Arthrosis,M15,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M15-M19 Arthrosis,M16,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M15-M19 Arthrosis,M17,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M15-M19 Arthrosis,M18,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M15-M19 Arthrosis,M19,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M20-M25 Other joint disorders,M20,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M20-M25 Other joint disorders,M21,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M20-M25 Other joint disorders,M22,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M20-M25 Other joint disorders,M23,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M20-M25 Other joint disorders,M24,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M20-M25 Other joint disorders,M25,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M40-M43 Deforming dorsopathies,M40,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M40-M43 Deforming dorsopathies,M41,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M40-M43 Deforming dorsopathies,M42,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M40-M43 Deforming dorsopathies,M43,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M45-M49 Spondylopathies,M45,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M45-M49 Spondylopathies,M46,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M45-M49 Spondylopathies,M47,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M45-M49 Spondylopathies,M48,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M45-M49 Spondylopathies,M49,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M50-M54 Other dorsopathies,M50,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M50-M54 Other dorsopathies,M51,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M50-M54 Other dorsopathies,M52,10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,13,M50-M54 Other dorsopathies,M53,10
